Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Tropico 5,2014.0,Simulation,Kalypso Media,0.02,0.09,0.0,0.01,0.12
FIFA 17,2016.0,Sports,Electronic Arts,0.0,0.11,0.0,0.01,0.12
Darkspore,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
18 Wheels of Steel: Extreme Trucker 2,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11
Lost Horizon,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.11
Call of Juarez: The Cartel,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
Stronghold,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
Machinarium,2009.0,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
Sonic Generations,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
[Prototype 2],2012.0,Action,Activision,0.07,0.03,0.0,0.01,0.11
ArmA III,2013.0,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11
Tom Clancy's Splinter Cell: Conviction,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
Stronghold Kingdoms,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11
The Book of Unwritten Tales,2009.0,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1
Wasteland 2,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1
Pro Evolution Soccer 2014,2013.0,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1
Rome: Total War,2004.0,Strategy,Activision,0.0,0.09,0.0,0.02,0.1
Doom 3,2004.0,Shooter,Activision,0.05,0.04,0.0,0.01,0.1
The Sims 4: City Living,2016.0,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1
The Whispered World,2009.0,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1
Harry Potter and the Deathly Hallows - Part 1,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1
Thief (2014),2014.0,Action,Square Enix,0.0,0.09,0.0,0.01,0.1
"Warhammer 40,000: Dawn of War II - Chaos Rising",2010.0,Strategy,THQ,0.08,0.01,0.0,0.01,0.1
NBA 2K16,2015.0,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1
Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1
F1 2014,2014.0,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
Skylanders: Spyro's Adventure,2011.0,Action,Activision,0.05,0.03,0.0,0.01,0.1
Medieval II: Total War,2006.0,Strategy,Sega,0.0,0.08,0.0,0.02,0.1
Dungeons,2011.0,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
Burnout Paradise: The Ultimate Box,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.09
Age of Empires II: The Age of Kings,1999.0,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09
Halo 2,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.09
Angry Birds: Rio,2011.0,Puzzle,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09
Minecraft: Story Mode,2015.0,Adventure,Mojang,0.02,0.06,0.0,0.01,0.09
Ghostbusters: The Video Game (DS Version),2010.0,Action,Take-Two Interactive,0.0,0.08,0.0,0.01,0.09
Football Manager 2017,2016.0,Simulation,Sega,0.0,0.09,0.0,0.01,0.09
Pro Evolution Soccer 2012,2011.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09
Star Wars: Empire at War - Gold Pack,2007.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.09
Black & White 2,2005.0,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09
Might & Magic Heroes VII,2015.0,Strategy,Ubisoft,0.0,0.08,0.0,0.0,0.09
Wolfenstein: The Old Blood,2015.0,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09
Crysis: Maximum Edition,2009.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.02,0.09
Risen 3: Titan Lords,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.0,0.09
Red Faction: Armageddon,2011.0,Shooter,THQ,0.05,0.02,0.0,0.01,0.09
The Sims 2: Apartment Life,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.09
Age of Mythology,2002.0,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09
RollerCoaster Tycoon 3: Platinum,2005.0,Strategy,Atari,0.01,0.06,0.0,0.01,0.09
Counter-Strike: Source,2004.0,Shooter,Vivendi Games,0.0,0.07,0.0,0.02,0.08
Gray Matter,2011.0,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.08
Star Wars: Empire at War,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08
Bejeweled 3,2010.0,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08
Edna & Harvey: Harvey's New Eyes,2011.0,Adventure,Rondomedia,0.0,0.07,0.0,0.01,0.08
Pro Evolution Soccer 2013,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.0,0.01,0.08
Wildlife Park 3,2011.0,Simulation,bitComposer Games,0.0,0.07,0.0,0.01,0.08
Battleborn,2016.0,Shooter,Take-Two Interactive,0.04,0.04,0.0,0.01,0.08
Battlefield 2,2005.0,Shooter,Electronic Arts,0.0,0.07,0.0,0.01,0.08
Titanfall 2,2016.0,Shooter,Electronic Arts,0.03,0.04,0.0,0.01,0.08
Major League Baseball 2K11,2011.0,Sports,Take-Two Interactive,0.06,0.01,0.0,0.01,0.08
The Sims 3: Fast Lane Stuff,2010.0,Simulation,Electronic Arts,0.01,0.05,0.0,0.02,0.08
Sniper: Ghost Warrior 2,2013.0,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08
"Warhammer 40,000: Dawn of War II - Retribution",2011.0,Strategy,THQ,0.0,0.06,0.0,0.02,0.08
The Sims 2: Ikea Home Stuff,2008.0,Simulation,Electronic Arts,0.0,0.07,0.0,0.01,0.08
The First Templar,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08
Game of Thrones,2012.0,Role-Playing,Focus Home Interactive,0.0,0.07,0.0,0.01,0.08
Assassin's Creed: Rogue,2015.0,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08
Tomb Raider: Underworld,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.01,0.08
X Rebirth,2013.0,Simulation,Koch Media,0.0,0.08,0.0,0.0,0.08
Silent Hunter III,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
The Sims 3: Barnacle Bay,2011.0,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.08
Metal Gear Solid V: The Phantom Pain,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08
Serious Sam 3: BFE,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08
Need For Speed: Undercover,2008.0,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08
Need for Speed: Most Wanted,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08
Rayman Origins,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
Need for Speed Underground 2,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.07
Torchlight,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.01,0.07
F.E.A.R. 2: Project Origin,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.02,0.05,0.0,0.01,0.07
The Lord of the Rings: The Battle for Middle-Earth,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.07
Divinity II: Ego Draconis,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.07
Emergency 2012,2010.0,Simulation,Deep Silver,0.02,0.04,0.0,0.01,0.07
Hearts of Iron III,2009.0,Strategy,Paradox Interactive,0.02,0.04,0.0,0.01,0.07
Dark Souls III,2016.0,Role-Playing,Namco Bandai Games,0.0,0.07,0.0,0.0,0.07
Pro Farm 1,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07
Kane & Lynch 2: Dog Days,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
SimCity 4: Deluxe Edition,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07
Operation Flashpoint: Red River,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07
Football Manager 2010,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07
Fable: The Lost Chapters,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
The Sims 2: Seasons,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07
The Testament of Sherlock Holmes,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
Microsoft Flight Simulator 2004: A Century of Flight,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07
Goodbye Deponia,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.0,0.07
Resident Evil 5,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07
Command & Conquer 3: Tiberium Wars,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07
TRON: Evolution,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07
Dark Souls,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
Cities XL 2012,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07
Alan Wake,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06
Age of Empires III: The Asian Dynasties,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06
GRID 2,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06
Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06
The Book of Unwritten Tales: The Critter Chronicles,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06
Age of Empires Online,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06
Lego Batman 3: Beyond Gotham,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06
Star Wars Knights of the Old Republic II: The Sith Lords,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06
LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
Blur,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06
The Next BIG Thing,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06
EverQuest II: Destiny of Velious,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06
Unreal Tournament III,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06
Call of Duty 2,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06
Dead Rising 2: Off the Record,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06
The Witcher,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06
S.T.A.L.K.E.R.: Call of Pripyat,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06
A New Beginning,2010.0,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06
Create,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
Zoo Tycoon: Complete Collection,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06
Sacred 2: Fallen Angel,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06
Syndicate,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
Need for Speed: Shift,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06
Zoo Tycoon 2,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06
Street Fighter V,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06
The Sims 2: University,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06
Harry Potter and the Sorcerer's Stone,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06
Remember Me,2013.0,Action,Capcom,0.0,0.05,0.0,0.0,0.06
The Saboteur,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
Rocket League,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06
Mirror's Edge,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
Titan Quest,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06
Ski Region Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06
Gothic 3,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
F1 2010,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05
Dungeon Keeper 2,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05
Hearts of Iron IV,2016.0,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05
"Murder, She Wrote",2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
Front Mission Evolved,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
The Lost Chronicles of Zerzura,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05
4 Elements,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
Murdered: Soul Suspect,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,0.05
Airline Tycoon 2,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
IL-2 Sturmovik: Cliffs of Dover,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
Medal of Honor: Airborne,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Men of War: Assault Squad,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05
F1 2015,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05
Hunted: The Demon's Forge,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05
Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
Cities in Motion,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
Venetica,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
Operation Flashpoint: Dragon Rising,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05
Sesame Street: Cookie's Counting Carnival,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05
The Bureau: XCOM Declassified,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05
Bejeweled Twist,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
Star Wars: Republic Commando,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05
Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
Plants vs. Zombies,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05
Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
DiRT 2,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05
Payday 2,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05
Grand Ages: Medieval,2015.0,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05
Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
Singularity,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
"Warhammer 40,000: Dawn of War",2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05
Freelancer,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05
LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05
LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05
Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Empire Earth,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05
Worms Reloaded,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
StarCraft,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
Need for Speed Underground,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Far Cry,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05
Ship Simulator Extremes,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Jewel Quest 5: The Sleepless Star,2011.0,Action,Astragon,0.02,0.02,0.0,0.01,0.05
The Sims,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
FIFA Manager 12,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
Company of Heroes,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
Jonah Lomu Rugby Challenge,2011.0,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05
Silent Hunter: Wolves of the Pacific,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
Sesame Street: Elmo's A-to-Zoo Adventure,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05
Supreme Commander,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
Wolfenstein,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05
Microsoft Train Simulator,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
Black Mirror 2,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04
Mafia,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04
Tropico 3,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04
Life is Strange,2016.0,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04
Jewel Master: Cradle Of Rome 2,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04
Pro Evolution Soccer 2016,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04
Runaway: A Twist of Fate,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04
Tom Clancy's HAWX,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
Avatar: The Game,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04
City Life: World Edition,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04
IL-2 Sturmovik: 1946,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
Praetorians,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
Guild Wars Trilogy,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04
Secret Files: Tunguska,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04
Split/Second,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
Resident Evil 6,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04
NCIS,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04
Major League Baseball 2K12,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04
The Sims Deluxe,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
LEGO Indiana Jones: The Original Adventures,2008.0,Action,LucasArts,0.02,0.02,0.0,0.0,0.04
The Sims 2: Pets,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04
Civilization Beyond Earth: Rising Tide,2015.0,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04
Blood Bowl,2009.0,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04
Port Royale 2,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04
Company of Heroes: Tales of Valor,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04
Farm Frenzy 3,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04
Stellaris,2016.0,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04
Devil May Cry 4,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04
Heroes of Might and Magic V,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
Age of Mythology: The Titans,2003.0,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04
Virtua Tennis 4,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04
Company of Heroes: Opposing Fronts,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04
Black & White,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04
Rise of Nations,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04
Men of War: Vietnam,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04
Imperial Glory,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04
Patrician IV,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04
Resident Evil: Revelations,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04
Grand Theft Auto: Vice City,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
Sonic PC Collection,2009.0,Misc,Sega,0.0,0.04,0.0,0.0,0.04
CSI: Fatal Conspiracy,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04
All Points Bulletin,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04
Empire Earth III,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
The Sims 4: Spa Day,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04
Resident Evil: Operation Raccoon City,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04
JASF: Jane's Advanced Strike Fighters,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04
Off-Road Drive,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04
LEGO Jurassic World,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
The Movies,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04
Train Simulator 2016,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04
Supreme Commander: Forged Alliance,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04
Lost Planet 3,2013.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04
Castlevania: Lords of Shadow 2,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
Halo: Combat Evolved,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04
Worms: Ultimate Mayhem,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04
Caesar IV,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
APB Reloaded,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04
Scarface: The World is Yours,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04
Harry Potter and the Prisoner of Azkaban,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04
Richard Burns Rally,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04
Saints Row 2,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04
Trine 2,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
Sid Meier's Railroads!,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04
Transport Fever,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04
World of Goo,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
World in Conflict: Complete Edition,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04
Secret Files 2: Puritas Cordis,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04
Railroad Tycoon 3,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04
S.T.A.L.K.E.R.: Clear Sky,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04
Sins of a Solar Empire: Trinity,2010.0,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04
World in Conflict,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
Pro Cycling Manager 2016,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
Tomb Raider: Anniversary,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
The Night of the Rabbit,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03
A Game of Thrones: Genesis,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03
Gothic Universe,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03
Need for Speed (2015),2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
The Cursed Crusade,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03
Hotel Giant 2,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03
Caesar III,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03
DarkStar One,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03
Hitman: Blood Money,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03
Section 8,2009.0,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03
Alpha Protocol,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03
Planescape: Torment,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03
Star Wars Jedi Knight: Jedi Academy,2003.0,Shooter,Activision,0.0,0.03,0.0,0.0,0.03
Hello Kitty: Roller Rescue,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.03
Living Legends: Frozen Beauty,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03
The Void,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03
Supreme Ruler: Cold War,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
