Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Doshin the Giant,2002.0,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14
FIFA Soccer 2005,2004.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
Dead to Rights,2002.0,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14
Sphinx and the Cursed Mummy,2003.0,Action,THQ,0.11,0.03,0.0,0.0,0.14
Baldur's Gate: Dark Alliance,2002.0,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14
Monster House,2006.0,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
NFL Blitz 20-03,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
Rayman Arena,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14
FIFA 06 Soccer,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14
4x4 EVO 2,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14
Tiger Woods PGA Tour 2005,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14
NHL 2003,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
Frogger Beyond,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
Shrek Smash n' Crash Racing,2006.0,Racing,Activision,0.1,0.03,0.0,0.0,0.13
FIFA World Cup Germany 2006,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
Hitman 2: Silent Assassin,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
Backyard Baseball,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13
Legends of Wrestling,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13
Zapper: One Wicked Cricket!,2002.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13
Monopoly Party,2002.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13
X-Men: Next Dimension,2002.0,Fighting,Activision,0.1,0.03,0.0,0.0,0.13
Freedom Fighters,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
Mega Man X Collection,2006.0,Misc,Capcom,0.1,0.03,0.0,0.0,0.13
Mega Man X: Command Mission,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12
NASCAR 2005: Chase for the Cup,2004.0,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12
The Ant Bully,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12
X2: Wolverine's Revenge,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
Disney's Extreme Skate Adventure,2003.0,Sports,Activision,0.09,0.02,0.0,0.0,0.12
NBA 2K2,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
Jeremy McGrath Supercross World,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
Legends of Wrestling II,2002.0,Fighting,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.12
Jikkyou Powerful Pro Yakyuu 9,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.12
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
Dora the Explorer: Journey to the Purple Planet,2005.0,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12
Barnyard,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
Die Hard: Vendetta,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12
FIFA Street 2,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
18 Wheeler: American Pro Trucker,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
BloodRayne,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11
Home Run King,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
Capcom vs. SNK 2 EO,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
Hot Wheels Velocity X,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11
Mortal Kombat: Deception,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.11
Odama,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
Bionicle Heroes,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
The Scorpion King: Rise of the Akkadian,2002.0,Action,Universal Interactive,0.08,0.02,0.0,0.0,0.11
Defender,2002.0,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11
The Polar Express,2004.0,Adventure,THQ,0.08,0.02,0.0,0.0,0.11
Starsky & Hutch,2003.0,Racing,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
Tiger Woods PGA Tour 06,2005.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11
Reign of Fire,2002.0,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11
Jikkyou Powerful Pro Yakyuu 10,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Metal Arms: Glitch in the System,2003.0,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1
Tom Clancy's Splinter Cell: Chaos Theory,2005.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1
Hunter: The Reckoning,2002.0,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1
Baten Kaitos Origins,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1
NHL 2004,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1
Minority Report: Everybody Runs,2002.0,Action,Activision,0.08,0.02,0.0,0.0,0.1
Disney's The Haunted Mansion,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1
Beach Spikers: Virtua Beach Volleyball,2002.0,Sports,Sega,0.08,0.02,0.0,0.0,0.1
Universal Studios Theme Parks Adventure,2001.0,Misc,Kemco,0.08,0.02,0.0,0.0,0.1
Jikkyou Powerful Pro Yakyuu 11,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,Adventure,Activision,0.07,0.02,0.0,0.0,0.09
Pac-Man World 3,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
Rocky,2002.0,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09
Freekstyle,2002.0,Racing,Electronic Arts,0.07,0.02,0.0,0.0,0.09
Alien Hominid,2004.0,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09
I-Ninja,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
MX SuperFly featuring Ricky Carmichael,2002.0,Racing,THQ,0.07,0.02,0.0,0.0,0.09
NASCAR: Dirt to Daytona,2002.0,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
Mystic Heroes,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09
Battle Stadium D.O.N,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
NFL Blitz 20-02,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09
Ikaruga,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09
Digimon World 4,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,Action,Activision,0.07,0.02,0.0,0.0,0.09
Bleach GC: Tasogare Ni Mamieru Shinigami,2005.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.09
Jimmy Neutron: Boy Genius,2002.0,Platform,THQ,0.07,0.02,0.0,0.0,0.09
XIII,2003.0,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09
SRS: Street Racing Syndicate,2004.0,Racing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.08
Bomberman Jetters,2002.0,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08
Hello Kitty: Roller Rescue,2005.0,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08
Jikkyou Powerful Pro Yakyuu 12,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
Pac-Man World Rally,2006.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
NHL 06,2005.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08
Swingerz Golf,2002.0,Sports,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
FIFA Soccer 2003,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Outlaw Golf,2002.0,Sports,TDK Mediactive,0.06,0.02,0.0,0.0,0.08
Smuggler's Run: Warzones,2002.0,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08
Big Mutha Truckers,2003.0,Racing,Empire Interactive,0.06,0.02,0.0,0.0,0.08
Harry Potter and the Sorcerer's Stone,2003.0,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08
TimeSplitters: Future Perfect,2005.0,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Shonen Jump's One Piece: Pirates Carnival,2005.0,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
Superman: Shadow of Apokolips,2003.0,Action,Atari,0.06,0.02,0.0,0.0,0.08
Batman: Dark Tomorrow,2003.0,Action,Kemco,0.06,0.02,0.0,0.0,0.08
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
Taz Wanted,2002.0,Platform,Atari,0.06,0.02,0.0,0.0,0.08
Evolution Worlds,2002.0,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08
P.N.03 - Product Number Three,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08
Phantasy Star Online Episode III: C.A.R.D. Revolution,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08
Ultimate Fighting Championship: Throwdown,2002.0,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08
WWE Crush Hour,2003.0,Racing,THQ,0.06,0.02,0.0,0.0,0.08
Momotarou Dentetsu 11,2002.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08
NHL Hitz 20-03,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08
Resident Evil 3: Nemesis,2003.0,Action,Capcom,0.06,0.02,0.0,0.0,0.08
All-Star Baseball 2004,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
Madden NFL 08,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Pitfall: The Lost Expedition,2004.0,Platform,Activision,0.06,0.02,0.0,0.0,0.08
R: Racing Evolution,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
Conflict: Desert Storm,2003.0,Shooter,SCi,0.06,0.02,0.0,0.0,0.08
Driven,2002.0,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08
Gladius,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
Beyond Good & Evil,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07
SD Gundam: Gashapon Wars,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
TMNT: Mutant Melee,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07
Tom Clancy's Ghost Recon 2,2005.0,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07
NCAA College Football 2K3,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07
Karaoke Revolution Party,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
Wallace & Gromit in Project Zoo,2003.0,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
FIFA Soccer 2004,2003.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07
Rayman 3: Hoodlum Havoc,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
Catwoman,2004.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07
Spartan: Total Warrior,2005.0,Action,Sega,0.05,0.01,0.0,0.0,0.07
Tom and Jerry in War of the Whiskers,2003.0,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07
NHL 2005,2004.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07
Midway Arcade Treasures 3,2005.0,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07
The Powerpuff Girls: Relish Rampage,2002.0,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
Army Men: RTS,2004.0,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07
Sega Soccer Slam,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07
Spawn: Armageddon,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07
Cabela's Big Game Hunter 2005 Adventures,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07
Worms 3D,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07
Zatch Bell! Mamodo Battles,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
BMX XXX,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
Tonka Rescue Patrol,2003.0,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06
Cel Damage,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06
Intellivision Lives!,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
Strike Force Bowling,2005.0,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06
Shonen Jump's One Piece: Grand Battle,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06
Vexx,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
Batman: Rise of Sin Tzu,2003.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06
Disney Sports Skateboarding,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
Worms Blast,2002.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
Resident Evil - Code: Veronica X,2003.0,Action,Capcom,0.05,0.01,0.0,0.0,0.06
Kelly Slater's Pro Surfer,2002.0,Sports,Activision,0.05,0.01,0.0,0.0,0.06
Resident Evil 2,2003.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06
Tom Clancy's Splinter Cell: Double Agent,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06
FIFA Street,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
Lost Kingdoms II,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06
Aggressive Inline,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06
Viewtiful Joe: Red Hot Rumble,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06
Wreckless: ThE YaKuza MisSiOns,2002.0,Racing,Activision,0.04,0.01,0.0,0.0,0.06
Dance Dance Revolution: Mario Mix (JP sales),2005.0,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06
Tom Clancy's Rainbow Six 3,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06
Amazing Island,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06
Phantasy Star Online Episode I & II Plus,2003.0,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05
NFL Quarterback Club 2002,2001.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
Blood Omen 2,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05
Shaman King: Soul Fight,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Medabots: Infinity,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05
Virtua Striker 2002,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.05
Disney's PK: Out of the Shadows,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
Piglet's Big Game,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05
Pinball Hall of Fame: The Gottlieb Collection,2005.0,Misc,Crave Entertainment,0.04,0.01,0.0,0.0,0.05
Disney's Party,2002.0,Misc,Electronic Arts,0.04,0.01,0.0,0.0,0.05
Shrek Super Party,2003.0,Misc,TDK Mediactive,0.04,0.01,0.0,0.0,0.05
Monster 4x4: Masters of Metal,2003.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05
Second Sight,2004.0,Adventure,Codemasters,0.04,0.01,0.0,0.0,0.05
Rave Master,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
ESPN International Winter Sports 2002,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
Dark Summit,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05
Rogue Ops,2003.0,Action,Kemco,0.04,0.01,0.0,0.0,0.05
Whirl Tour,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05
World Series of Poker,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05
American Chopper 2: Full Throttle,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05
2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
Ribbit King,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05
Summoner: A Goddess Reborn,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
Frogger: Ancient Shadow,2005.0,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
Black & Bruised,2003.0,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05
Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05
Super Bubble Pop,2003.0,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05
Monster Jam: Maximum Destruction,2002.0,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05
Big Air Freestyle,2002.0,Racing,Atari,0.04,0.01,0.0,0.0,0.05
Bad Boys: Miami Takedown,2004.0,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05
Disney's Donald Duck: Goin' Quackers,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04
Disney's Meet the Robinsons,2007.0,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04
Conflict: Desert Storm II - Back to Bagdhad,2004.0,Shooter,SCi,0.03,0.01,0.0,0.0,0.04
King Arthur,2004.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
MLB SlugFest 20-04,2003.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04
Digimon Rumble Arena 2,2004.0,Fighting,Atari,0.03,0.01,0.0,0.0,0.04
Mat Hoffman's Pro BMX 2,2002.0,Sports,Activision,0.03,0.01,0.0,0.0,0.04
Dragon's Lair 3D: Return to the Lair,2002.0,Platform,THQ,0.03,0.01,0.0,0.0,0.04
Zatch Bell! Mamodo Fury,2005.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
Shonen Jump's One Piece: Grand Adventure,2006.0,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
Jikkyou Powerful Major League,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
Evolution Skateboarding,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04
Scaler,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
Cabela's Dangerous Hunts 2,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03
SX Superstar,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03
Red Faction II,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03
Cabela's Outdoor Adventures,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03
The Italian Job,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03
The Sum of All Fears,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03
Disney Sports Soccer,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03
Disney's Hide & Sneak,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03
RoadKill,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
F1 2002,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
Dr. Muto,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03
Go! Go! Hypergrind,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03
Drome Racers,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
Fireblade,2002.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
Animaniacs: The Great Edgar Hunt,2005.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
Dakar 2: The World's Ultimate Rally,2003.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
Auto Modellista,2003.0,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
Gotcha Force,2003.0,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03
Buffy the Vampire Slayer: Chaos Bleeds,2003.0,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03
Archer Maclean Presents: Pool Paradise,2004.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
ZooCube,2002.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Road Trip: The Arcade Edition,2002.0,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
Future Tactics: The Uprising,2004.0,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02
RedCard 20-03,2002.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
NFL Blitz Pro,2003.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
Muppets Party Cruise,2003.0,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
Serious Sam: Next Encounter,2004.0,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02
Carmen Sandiego: The Secret of the Stolen Drums,2004.0,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02
Terminator 3: The Redemption,2004.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.02
XGRA: Extreme G Racing Association,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
Casper: Spirit Dimensions,2002.0,Platform,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
ESPN MLS ExtraTime 2002,2002.0,Sports,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
Speed Kings,2003.0,Racing,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.02
Charlie's Angels,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02
NHL 2K3,2002.0,Sports,Sega,0.01,0.0,0.0,0.0,0.02
Disney Sports Football,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
Freestyle Metal X,2003.0,Racing,Midway Games,0.01,0.0,0.0,0.0,0.02
Spirits & Spells,2003.0,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.02
Goblin Commander: Unleash the Horde,2003.0,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02
Pro Rally,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02
Samurai Jack: The Shadow of Aku,2004.0,Action,Sega,0.01,0.0,0.0,0.0,0.02
Kao the Kangaroo Round 2,2005.0,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02
Mission: Impossible - Operation Surma,2004.0,Platform,Atari,0.01,0.0,0.0,0.0,0.02
Trigger Man,2004.0,Shooter,Crave Entertainment,0.01,0.0,0.0,0.0,0.02
Lotus Challenge,2004.0,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
Puyo Pop Fever,2004.0,Puzzle,Sega,0.01,0.0,0.0,0.0,0.01
Aquaman: Battle for Atlantis,2003.0,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
Surf's Up,2007.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01
Army Men: Air Combat - The Elite Missions,2003.0,Shooter,3DO,0.01,0.0,0.0,0.0,0.01
Rally Championship,2003.0,Racing,SCi,0.01,0.0,0.0,0.0,0.01
Grooverider: Slot Car Thunder,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
Darkened Skye,2002.0,Adventure,TDK Mediactive,0.01,0.0,0.0,0.0,0.01
Egg Mania: Eggstreme Madness,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
Space Raiders,2003.0,Shooter,Taito,0.01,0.0,0.0,0.0,0.01
Bust-A-Move 3000,2003.0,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01
Men in Black II: Alien Escape,2003.0,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01
